year,value,income_group_encoded,groupscommodity_encoded,region_encoded,politicsest_encoded
19.0,10.60811854103736,0,4,1,0
20.0,10.912065718500257,0,4,1,0
21.0,10.72192286823823,0,4,1,0
17.0,9.399058096275375,3,4,2,1
18.0,9.722684841711443,3,4,2,1
19.0,9.580523665939708,3,4,2,1
20.0,9.90093429574841,3,4,2,1
21.0,10.20225792197333,3,4,2,1
17.0,15.102095351147687,3,4,0,1
18.0,15.050982320047213,3,4,0,1
19.0,15.059088905233162,3,4,0,1
20.0,15.04099071219137,3,4,0,1
21.0,15.071582616804625,3,4,0,1
17.0,12.881027850997008,0,4,4,0
18.0,12.908154790147698,0,4,4,0
19.0,12.786675233302217,0,4,4,0
20.0,12.691158833978022,0,4,4,0
21.0,12.691663534784254,0,4,4,0
17.0,10.74507628970625,3,4,2,1
18.0,10.811766273800105,3,4,2,1
19.0,10.819798284210286,3,4,2,1
20.0,11.13358121731339,3,4,2,1
21.0,11.300610571538332,3,4,2,1
17.0,13.928996373782775,0,4,0,0
18.0,14.042232499197635,0,4,0,0
19.0,14.096990939623995,0,4,0,0
20.0,14.106196863186316,0,4,0,0
21.0,14.100478199680065,0,4,0,0
17.0,12.35578922352754,2,4,1,1
18.0,11.993504229837974,2,4,1,1
19.0,12.055255569732177,2,4,1,1
20.0,12.185875040240456,2,4,1,1
21.0,12.261985005589679,2,4,1,1
17.0,13.845070331079134,0,4,4,0
18.0,13.747232787874218,0,4,4,0
19.0,13.796328757914972,0,4,4,0
20.0,13.845070331079134,0,4,4,0
21.0,13.83531416565213,0,4,4,0
17.0,0.0,0,4,1,0
18.0,0.0,0,4,1,0
19.0,4.875197323201151,0,4,1,0
20.0,4.61512051684126,0,4,1,0
21.0,5.883322388488279,0,4,1,0
17.0,8.543640361431086,0,4,3,1
18.0,8.776630098427717,0,4,3,1
19.0,8.871224644409553,0,4,3,1
20.0,8.919988070968524,0,4,3,1
21.0,8.827468112520654,0,4,3,1
17.0,11.04351366056162,3,4,6,1
18.0,10.746519182633365,3,4,6,1
19.0,10.931391212933782,3,4,6,1
20.0,10.548468124475464,3,4,6,1
21.0,10.522638293183938,3,4,6,1
17.0,14.092068233116526,0,4,2,0
18.0,14.130495005344017,0,4,2,0
19.0,14.085020003946441,0,4,2,0
20.0,14.270270464797195,0,4,2,0
21.0,14.139795978949332,0,4,2,0
17.0,9.952325334619427,3,4,1,1
18.0,9.905635244593586,3,4,1,1
19.0,8.31898612539206,3,4,1,1
20.0,9.32375833901174,3,4,1,1
21.0,9.44943600950432,3,4,1,1
17.0,9.75272280064639,3,4,1,1
18.0,9.723223876851618,3,4,1,1
19.0,9.793840083231597,3,4,1,1
20.0,9.877862004897155,3,4,1,1
21.0,9.877194910581204,3,4,1,1
17.0,13.81347047841638,3,4,2,1
18.0,13.839001473195756,3,4,2,1
19.0,13.88379611269503,3,4,2,1
20.0,13.550356806493,3,4,2,1
21.0,13.644248815329103,3,4,2,1
17.0,11.325486838276795,0,4,1,0
18.0,11.390927308159378,0,4,1,0
19.0,11.25805902146007,0,4,1,0
20.0,11.436724534876493,0,4,1,0
21.0,11.300338496344963,0,4,1,0
17.0,9.297618380083243,2,4,6,1
18.0,9.396155818024393,2,4,6,1
19.0,9.437555622660446,2,4,6,1
20.0,9.487062604191621,2,4,6,1
21.0,9.140454244512016,2,4,6,1
17.0,7.601402334583733,1,4,6,1
18.0,6.90875477931522,1,4,6,1
19.0,6.90875477931522,1,4,6,1
20.0,6.90875477931522,1,4,6,1
21.0,6.90875477931522,1,4,6,1
17.0,6.621405651764134,1,4,6,1
18.0,6.90875477931522,1,4,6,1
19.0,6.68586094706836,1,4,6,1
20.0,6.90875477931522,1,4,6,1
21.0,6.90875477931522,1,4,6,1
17.0,7.084226422097916,1,4,6,1
18.0,10.34177474101152,1,4,6,1
19.0,10.710788970398378,1,4,6,1
20.0,11.08651757984214,1,4,6,1
21.0,11.136412178811831,1,4,6,1
17.0,4.23410650459726,3,4,2,1
18.0,5.262690188904886,3,4,2,1
19.0,7.970049304976135,3,4,2,1
20.0,7.491645473605133,3,4,2,1
21.0,10.0731881321402,3,4,2,1
17.0,10.993479458910626,3,4,1,0
18.0,10.75826451742141,3,4,1,0
19.0,10.615358347094176,3,4,1,0
20.0,10.574568044746826,3,4,1,0
21.0,10.562612484481637,3,4,1,0
17.0,8.699681400989514,0,4,1,0
18.0,8.517393171418904,0,4,1,0
19.0,8.294299608857235,0,4,1,0
20.0,8.294299608857235,0,4,1,0
21.0,8.699681400989514,0,4,1,0
17.0,8.787372988731876,2,4,1,1
18.0,9.15915233520675,2,4,1,1
19.0,9.314790473332646,2,4,1,1
20.0,9.337061124755339,2,4,1,1
21.0,9.350189267092581,2,4,1,1
17.0,12.703147154606416,3,4,0,1
18.0,12.640484718259977,3,4,0,1
19.0,13.096842471874051,3,4,0,1
20.0,12.731099946396425,3,4,0,1
21.0,12.597847805792327,3,4,0,1
17.0,9.420682331453184,3,4,1,1
18.0,9.101752431559284,3,4,1,1
19.0,9.58211080356025,3,4,1,1
20.0,9.674137279312397,3,4,1,1
21.0,9.358846580275406,3,4,1,1
17.0,9.798182590890704,0,4,1,0
18.0,9.798182590890704,0,4,1,0
19.0,9.798182590890704,0,4,1,0
20.0,9.798182590890704,0,4,1,0
21.0,9.798182590890704,0,4,1,0
17.0,10.60129883922295,0,4,1,0
18.0,11.415984956902713,0,4,1,0
19.0,11.464480741129416,0,4,1,0
20.0,11.471634610552348,0,4,1,0
21.0,11.49217158537701,0,4,1,0
17.0,15.301194946797352,3,4,2,1
18.0,15.241064814162131,3,4,2,1
19.0,15.166257271957134,3,4,2,1
20.0,14.817567892417747,3,4,2,1
21.0,15.012517053810491,3,4,2,1
17.0,8.990067695753655,0,4,0,0
18.0,8.753529336516431,0,4,0,0
19.0,8.309184527686298,0,4,0,0
20.0,7.2399325913204695,0,4,0,0
21.0,8.024862150286411,0,4,0,0
17.0,7.247792581767846,3,4,0,0
18.0,7.341483852363161,3,4,0,0
19.0,6.532334292222349,3,4,0,0
20.0,6.049733455231958,3,4,0,0
21.0,6.511745329644728,3,4,0,0
17.0,8.134174272137903,0,4,0,0
18.0,8.187855443695623,0,4,0,0
19.0,8.151333337900432,0,4,0,0
20.0,8.341171747170762,0,4,0,0
21.0,8.113726085970747,0,4,0,0
17.0,9.989022840642392,2,4,2,1
18.0,10.347628353506122,2,4,2,1
19.0,10.718299115460429,2,4,2,1
20.0,10.606609816118151,2,4,2,1
21.0,10.531989539602542,2,4,2,1
17.0,8.294299608857235,2,4,6,0
18.0,8.294299608857235,2,4,6,0
19.0,8.294299608857235,2,4,6,0
20.0,8.006700845440367,2,4,6,0
21.0,6.90875477931522,2,4,6,0
20.0,0.0,3,4,6,0
21.0,9.248021438943871,3,4,6,0
17.0,11.930510166540904,3,4,2,0
18.0,12.022816652286435,3,4,2,0
19.0,11.596218269966325,3,4,2,0
20.0,11.38384131155869,3,4,2,0
21.0,11.285886837687134,3,4,2,0
17.0,9.64342064711732,2,4,2,1
18.0,9.329367078397823,2,4,2,1
19.0,9.762096784344138,2,4,2,1
20.0,9.923878242183862,2,4,2,1
21.0,9.973992613421482,2,4,2,1
17.0,8.778171881033469,3,4,6,0
18.0,8.25608813381491,3,4,6,0
19.0,8.957510510291613,3,4,6,0
20.0,8.925454386826402,3,4,6,0
21.0,8.673855001429615,3,4,6,0
17.0,12.532245597563803,2,4,3,1
18.0,12.208724127243665,2,4,3,1
19.0,12.28571989040322,2,4,3,1
20.0,12.15067092309808,2,4,3,1
21.0,12.177472533598186,2,4,3,1
17.0,11.115294588970581,2,4,0,0
18.0,11.143613870965876,2,4,0,0
19.0,11.288092988224056,2,4,0,0
20.0,11.261421018637035,2,4,0,0
21.0,11.277658723853708,2,4,0,0
17.0,13.856497978800842,3,4,1,1
18.0,13.784378959526972,3,4,1,1
19.0,13.837339562143876,3,4,1,1
20.0,13.850087814633243,3,4,1,1
21.0,13.820289122417249,3,4,1,1
17.0,14.01630379137289,2,4,2,1
18.0,13.990324838881198,2,4,2,1
19.0,13.957973197996342,2,4,2,1
20.0,13.742843086252966,2,4,2,1
21.0,14.069731757489299,2,4,2,1
17.0,6.493753839851686,2,4,6,1
18.0,6.846943139585379,2,4,6,1
19.0,6.80128303447162,2,4,6,1
20.0,6.994849985833071,2,4,6,1
21.0,7.1785454837637,2,4,6,1
17.0,8.846496938558838,3,4,1,1
18.0,9.09873819539488,3,4,1,1
19.0,9.007121989469242,3,4,1,1
20.0,8.934718614016768,3,4,1,1
21.0,9.103756886573398,3,4,1,1
17.0,9.681655640646714,3,4,1,0
18.0,9.619863900211849,3,4,1,0
19.0,9.65637144183101,3,4,1,0
20.0,9.68601538845915,3,4,1,0
21.0,9.646722582719068,3,4,1,0
18.0,0.0,0,4,2,0
19.0,10.469312594520723,0,4,2,0
20.0,10.812330619275127,0,4,2,0
21.0,11.269834275846323,0,4,2,0
17.0,13.055156766746023,0,4,1,0
18.0,13.002734889948798,0,4,1,0
19.0,12.947836165629116,0,4,1,0
20.0,12.901542127459686,0,4,1,0
21.0,12.968246696999083,0,4,1,0
17.0,7.20414929203594,0,4,1,0
18.0,7.057036981697891,0,4,1,0
19.0,7.364547014255642,0,4,1,0
20.0,6.823286122355687,0,4,1,0
21.0,7.202661196523238,0,4,1,0
17.0,4.605170185988092,0,4,1,0
18.0,5.198497031265826,0,4,1,0
19.0,4.584967478670572,0,4,1,0
20.0,6.18826412308259,0,4,1,0
21.0,0.0,0,4,1,0
17.0,11.151252336606678,2,4,0,1
18.0,11.642997129631992,2,4,0,1
19.0,11.9992391098306,2,4,0,1
20.0,11.680082621244411,2,4,0,1
21.0,11.409795792463761,2,4,0,1
17.0,4.61512051684126,1,4,6,1
18.0,5.707110264748875,1,4,6,1
19.0,4.61512051684126,1,4,6,1
20.0,4.795790545596741,1,4,6,1
21.0,4.61512051684126,1,4,6,1
17.0,5.860786223465865,3,4,0,0
18.0,6.025865973825314,3,4,0,0
19.0,6.541029999189903,3,4,0,0
20.0,6.173786103901937,3,4,0,0
21.0,6.434546518787453,3,4,0,0
17.0,8.607216694063826,1,4,6,1
18.0,8.725994381014571,1,4,6,1
19.0,8.643120748014027,1,4,6,1
20.0,9.211639527707803,1,4,6,1
21.0,9.093581811365986,1,4,6,1
17.0,7.972810784121404,1,4,6,1
18.0,7.953318346560431,1,4,6,1
19.0,8.006700845440367,1,4,6,1
20.0,8.006700845440367,1,4,6,1
21.0,8.006700845440367,1,4,6,1
17.0,10.480129006333248,2,0,3,1
18.0,10.491301994830229,2,0,3,1
19.0,10.510559281627845,2,0,3,1
20.0,10.440010162389305,2,0,3,1
21.0,10.491301994830229,2,0,3,1
17.0,0.0,0,0,1,0
18.0,6.329720905522696,0,0,1,0
19.0,6.2166061010848646,0,0,1,0
20.0,6.825460036255307,0,0,1,0
21.0,6.2166061010848646,0,0,1,0
17.0,7.8713112033234065,2,0,0,1
18.0,9.287394001418473,2,0,0,1
19.0,9.476620038167528,2,0,0,1
20.0,8.459775920546287,2,0,0,1
21.0,8.70946507906336,2,0,0,1
17.0,10.663615581822071,2,0,5,1
18.0,11.215448916185998,2,0,5,1
19.0,10.785869836159096,2,0,5,1
20.0,11.587504040658448,2,0,5,1
21.0,10.997840784283854,2,0,5,1
17.0,11.908178608001975,3,0,2,1
18.0,12.486733879472904,3,0,2,1
19.0,10.099136569540946,3,0,2,1
20.0,11.279984071175909,3,0,2,1
21.0,11.289794413577894,3,0,2,1
17.0,15.064915035895712,2,0,5,1
18.0,15.113370074900201,2,0,5,1
19.0,15.09783260609366,2,0,5,1
20.0,15.134596436770359,2,0,5,1
21.0,15.0824584431417,2,0,5,1
17.0,9.930275529292512,3,0,2,1
18.0,9.73825907316835,3,0,2,1
19.0,9.44943600950432,3,0,2,1
20.0,8.699681400989514,3,0,2,1
21.0,8.906393407058367,3,0,2,1
17.0,13.899668785257209,0,0,1,0
18.0,14.126939674145845,0,0,1,0
19.0,14.147658458105365,0,0,1,0
20.0,13.794623943366087,0,0,1,0
21.0,14.044411105926757,0,0,1,0
17.0,6.380122536899765,3,0,2,0
18.0,6.447305862541213,3,0,2,0
19.0,6.22455842927536,3,0,2,0
20.0,6.18826412308259,3,0,2,0
21.0,6.249975242259483,3,0,2,0
17.0,11.544598535425095,3,0,2,1
18.0,12.024424861700227,3,0,2,1
19.0,11.888920566894361,3,0,2,1
20.0,12.100123067520293,3,0,2,1
21.0,10.846498109109664,3,0,2,1
17.0,15.53827733427679,3,0,0,1
18.0,15.53827733427679,3,0,0,1
19.0,15.53827733427679,3,0,0,1
20.0,15.11023799953124,3,0,0,1
21.0,14.731801689838349,3,0,0,1
17.0,13.332510844263332,3,0,2,1
18.0,13.122365377402328,3,0,2,1
19.0,12.908585827840442,3,0,2,1
20.0,12.287910663745807,3,0,2,1
21.0,12.301387370778713,3,0,2,1
17.0,11.127277689932466,0,0,0,0
18.0,11.377460776160952,0,0,0,0
19.0,10.933124826700707,0,0,0,0
20.0,10.662282014331929,0,0,0,0
21.0,10.75062111371267,0,0,0,0
17.0,9.210440366976517,2,0,1,1
18.0,9.438272440022189,2,0,1,1
19.0,10.39173008710186,2,0,1,1
20.0,10.794255327179197,2,0,1,1
21.0,10.819798284210286,2,0,1,1
17.0,15.308414878861498,0,0,4,0
18.0,15.335023981688744,0,0,4,0
19.0,15.324022773047327,0,0,4,0
20.0,15.26242977619469,0,0,4,0
21.0,15.339390799901627,0,0,4,0
17.0,11.636920278634463,2,0,1,1
18.0,12.09066740567538,2,0,1,1
19.0,11.733674150882164,2,0,1,1
20.0,11.736077016252437,2,0,1,1
21.0,11.736077016252437,2,0,1,1
17.0,12.014560988834258,3,0,6,1
18.0,12.063857947607922,3,0,6,1
19.0,11.562524825461512,3,0,6,1
20.0,11.356961475423505,3,0,6,1
21.0,11.498897531985586,3,0,6,1
17.0,7.368339686311381,0,0,2,0
18.0,6.26530121273771,0,0,2,0
19.0,5.981414211254481,0,0,2,0
20.0,5.14166355650266,0,0,2,0
21.0,5.14166355650266,0,0,2,0
17.0,10.11176109118361,0,0,1,0
18.0,10.12667110305036,0,0,1,0
19.0,10.633472802314019,0,0,1,0
20.0,10.645448706505872,0,0,1,0
21.0,10.645448706505872,0,0,1,0
17.0,10.115084699949966,3,0,1,1
18.0,0.0,3,0,1,1
19.0,0.0,3,0,1,1
20.0,0.0,3,0,1,1
21.0,0.0,3,0,1,1
17.0,11.962413838060145,3,0,2,1
18.0,12.127948928748594,3,0,2,1
19.0,11.695255355062795,3,0,2,1
20.0,11.49273296168228,3,0,2,1
21.0,11.799877270842266,3,0,2,1
17.0,12.087097649771513,0,0,1,0
18.0,12.092142179189281,0,0,1,0
19.0,11.98591214050594,0,0,1,0
20.0,12.234533758152205,0,0,1,0
21.0,12.052764110999002,0,0,1,0
17.0,10.10634676054763,0,0,1,0
18.0,10.482821930623263,0,0,1,0
19.0,10.491301994830229,0,0,1,0
20.0,10.491301994830229,0,0,1,0
21.0,10.491301994830229,0,0,1,0
17.0,10.898607948952096,3,0,1,0
18.0,10.714439990727769,3,0,1,0
19.0,10.714439990727769,3,0,1,0
20.0,10.61890979160975,3,0,1,0
21.0,11.185823192802378,3,0,1,0
17.0,12.938442943086665,0,0,1,0
18.0,12.84529412258351,0,0,1,0
19.0,12.810391344620207,0,0,1,0
20.0,12.715900771961074,0,0,1,0
21.0,12.80216086806413,0,0,1,0
17.0,10.240174051915723,0,0,1,0
18.0,10.457659980805484,0,0,1,0
19.0,10.644591216516927,0,0,1,0
20.0,10.725379688986635,0,0,1,0
21.0,10.908686195175605,0,0,1,0
17.0,6.6293632534374485,3,0,2,1
18.0,7.776535028185241,3,0,2,1
19.0,10.755517058156265,3,0,2,1
20.0,10.14772701214507,3,0,2,1
21.0,10.936672035881783,3,0,2,1
17.0,6.55250788703459,0,0,0,0
18.0,8.40804774415544,0,0,0,0
19.0,6.2166061010848646,0,0,0,0
20.0,6.2166061010848646,0,0,0,0
21.0,6.2166061010848646,0,0,0,0
17.0,12.429220196836383,0,0,0,0
18.0,12.429220196836383,0,0,0,0
19.0,12.429220196836383,0,0,0,0
20.0,12.429220196836383,0,0,0,0
21.0,12.429220196836383,0,0,0,0
17.0,11.363345987924099,0,0,1,0
18.0,11.513605233874985,0,0,1,0
19.0,11.32322877864404,0,0,1,0
20.0,11.097258494377467,0,0,1,0
21.0,10.381366341153338,0,0,1,0
17.0,11.1504480046615,0,0,1,0
18.0,10.936209295381952,0,0,1,0
19.0,10.783072805401867,0,0,1,0
20.0,10.598008788649217,0,0,1,0
21.0,9.917489072171941,0,0,1,0
17.0,0.0,0,0,1,0
18.0,8.081784206935001,0,0,1,0
19.0,0.0,0,0,1,0
20.0,0.0,0,0,1,0
21.0,9.457512901089753,0,0,1,0
17.0,6.398594934535208,2,0,0,1
18.0,6.293419278846481,2,0,0,1
19.0,0.0,2,0,0,1
20.0,6.2166061010848646,2,0,0,1
21.0,6.2166061010848646,2,0,0,1
17.0,5.655991810819852,1,0,6,1
18.0,6.9957661563048505,1,0,6,1
19.0,11.261060885383841,1,0,6,1
20.0,11.292154097801074,1,0,6,1
21.0,11.68429560666001,1,0,6,1
17.0,12.069949325333063,2,0,3,1
18.0,12.059600741629916,2,0,3,1
19.0,12.144633316930275,2,0,3,1
20.0,11.43375237906605,2,0,3,1
21.0,11.808136622592466,2,0,3,1
17.0,11.695255355062795,3,0,1,1
18.0,11.695255355062795,3,0,1,1
19.0,10.859018228147887,3,0,1,1
20.0,10.988693712621323,3,0,1,1
21.0,11.002116507732017,3,0,1,1
17.0,4.23410650459726,2,0,2,1
18.0,1.0986122886681098,2,0,2,1
19.0,0.0,2,0,2,1
20.0,0.0,2,0,2,1
21.0,0.0,2,0,2,1
17.0,12.369967128520303,3,0,1,1
18.0,12.265929914182932,3,0,1,1
19.0,12.31277226418923,3,0,1,1
20.0,11.951909162544519,3,0,1,1
21.0,12.06820615564942,3,0,1,1
17.0,9.210440366976517,3,0,1,1
18.0,9.210440366976517,3,0,1,1
19.0,9.210440366976517,3,0,1,1
20.0,9.210440366976517,3,0,1,1
21.0,9.210440366976517,3,0,1,1
17.0,6.816735880594968,3,0,1,0
18.0,7.988203597022576,3,0,1,0
19.0,6.52649485957079,3,0,1,0
20.0,7.69484807238461,3,0,1,0
21.0,7.15305163493748,3,0,1,0
17.0,11.46786533556363,0,0,1,0
18.0,11.500863005142227,0,0,1,0
19.0,11.327968438374592,0,0,1,0
20.0,11.436541057548919,0,0,1,0
21.0,11.310270580083335,0,0,1,0
17.0,8.801017833540714,0,0,2,0
18.0,8.95686647085414,0,0,2,0
19.0,8.814479000010714,0,0,2,0
20.0,9.71420180194054,0,0,2,0
21.0,9.888932134526929,0,0,2,0
17.0,4.997212273764115,0,0,1,0
18.0,4.736198448394496,0,0,1,0
19.0,4.605170185988092,0,0,1,0
20.0,4.356708826689592,0,0,1,0
21.0,4.330733340286331,0,0,1,0
17.0,10.280553186122594,2,0,3,1
18.0,10.582206139777275,2,0,3,1
19.0,10.34621633183446,2,0,3,1
20.0,10.40247336149791,2,0,3,1
21.0,10.404293143019792,2,0,3,1
17.0,11.426408511187844,2,0,5,1
18.0,11.394682323481389,2,0,5,1
19.0,11.665483448558495,2,0,5,1
20.0,10.921287392911944,2,0,5,1
21.0,10.850385081003184,2,0,5,1
17.0,12.793617614559532,3,0,2,1
18.0,12.81103048284331,3,0,2,1
19.0,12.936469848707748,3,0,2,1
20.0,13.083528989617792,3,0,2,1
21.0,12.678083633682238,3,0,2,1
17.0,14.533455711417657,2,0,5,1
18.0,14.727293947013544,2,0,5,1
19.0,14.823116591641863,2,0,5,1
20.0,14.731801689838349,2,0,5,1
21.0,14.731801689838349,2,0,5,1
17.0,3.784189633918261,3,0,2,1
18.0,4.1588830833596715,3,0,2,1
19.0,3.9318256327243257,3,0,2,1
20.0,3.9318256327243257,3,0,2,1
21.0,4.61512051684126,3,0,2,1
17.0,7.615298339825815,3,0,2,1
18.0,8.074649075066652,3,0,2,1
19.0,7.7279755421055585,3,0,2,1
20.0,7.624130585661289,3,0,2,1
21.0,6.61338421837956,3,0,2,1
17.0,14.946912992035967,3,0,0,1
18.0,14.88022163978423,3,0,0,1
19.0,14.88022163978423,3,0,0,1
20.0,14.731801689838349,3,0,0,1
21.0,14.603968372873895,3,0,0,1
17.0,10.819798284210286,0,0,4,0
18.0,10.819798284210286,0,0,4,0
19.0,10.596659732783579,0,0,4,0
20.0,10.596659732783579,0,0,4,0
21.0,10.819798284210286,0,0,4,0
17.0,9.697446909121581,3,0,2,1
18.0,9.146121799649531,3,0,2,1
19.0,9.129564061948894,3,0,2,1
20.0,7.52294091807237,3,0,2,1
21.0,5.8916442118257715,3,0,2,1
17.0,9.100413892597578,0,0,0,0
18.0,8.785080636539838,0,0,0,0
19.0,7.592366128519796,0,0,0,0
20.0,0.0,0,0,0,0
21.0,7.028201432058005,0,0,0,0
17.0,11.156264806643742,2,0,0,1
18.0,10.819798284210286,2,0,0,1
19.0,10.668978650219241,2,0,0,1
20.0,10.849356503939038,2,0,0,1
21.0,10.586609649448985,2,0,0,1
17.0,12.718899265966332,0,0,4,0
18.0,12.810391344620207,0,0,4,0
19.0,12.933623668263472,0,0,4,0
20.0,11.739343648818096,0,0,4,0
21.0,12.458584689716112,0,0,4,0
17.0,10.915106645867503,0,0,1,0
18.0,10.915106645867503,0,0,1,0
19.0,10.819798284210286,0,0,1,0
20.0,10.819798284210286,0,0,1,0
21.0,10.819798284210286,0,0,1,0
17.0,11.904663452458392,3,0,0,1
18.0,11.11974953463761,3,0,0,1
19.0,10.423619735622419,3,0,0,1
20.0,10.0165929986414,3,0,0,1
21.0,8.514990767861038,3,0,0,1
17.0,9.652073119254888,3,0,2,1
18.0,8.885440911707585,3,0,2,1
19.0,8.268475388982598,3,0,2,1
20.0,0.0,3,0,2,1
21.0,0.0,3,0,2,1
17.0,0.0,3,0,2,1
18.0,7.9617188159813645,3,0,2,1
19.0,7.601402334583733,3,0,2,1
20.0,7.601402334583733,3,0,2,1
21.0,6.90875477931522,3,0,2,1
17.0,11.06665398721974,3,0,1,0
18.0,11.156264806643742,3,0,1,0
19.0,11.184435286790631,3,0,1,0
20.0,10.62135173563291,3,0,1,0
21.0,11.184435286790631,3,0,1,0
17.0,10.439337441206854,0,0,1,0
18.0,10.54265361922956,0,0,1,0
19.0,10.324661954349473,0,0,1,0
20.0,10.190807059268902,0,0,1,0
21.0,10.237170187548593,0,0,1,0
17.0,9.210440366976517,2,0,3,1
18.0,9.210440366976517,2,0,3,1
19.0,9.210440366976517,2,0,3,1
20.0,9.210440366976517,2,0,3,1
21.0,9.314790473332646,2,0,3,1
17.0,9.125109227613523,3,0,2,1
18.0,9.656435456170243,3,0,2,1
19.0,9.703449989936393,3,0,2,1
20.0,8.564649132572534,3,0,2,1
21.0,9.245900547374733,3,0,2,1
17.0,6.576469569048224,2,0,6,1
18.0,5.961005339623274,2,0,6,1
19.0,5.916202062607435,2,0,6,1
20.0,6.300785794663244,2,0,6,1
21.0,6.133398042996649,2,0,6,1
17.0,8.073091199693154,2,0,0,1
18.0,9.175645402179295,2,0,0,1
19.0,9.42867236629317,2,0,0,1
20.0,7.879669914604289,2,0,0,1
21.0,7.7057128238944275,2,0,0,1
17.0,13.61463839776502,2,0,3,1
18.0,13.70944534962443,2,0,3,1
19.0,13.928671372038833,2,0,3,1
20.0,13.126235869618203,2,0,3,1
21.0,13.641736764727254,2,0,3,1
17.0,13.253217940515357,3,0,1,1
18.0,13.558294319641913,3,0,1,1
19.0,13.181765605342877,3,0,1,1
20.0,13.006505736984344,3,0,1,1
21.0,13.831876895817885,3,0,1,1
17.0,10.27900878427122,2,0,2,1
18.0,10.881136754541224,2,0,2,1
19.0,10.583017437136888,2,0,2,1
20.0,9.17076759685636,2,0,2,1
21.0,10.195447959847472,2,0,2,1
17.0,4.927253685157205,2,4,3,1
18.0,5.659482215759621,2,4,3,1
19.0,4.2626798770413155,2,4,3,1
20.0,4.07753744390572,2,4,3,1
21.0,4.276666119016055,2,4,3,1
17.0,6.35088571671474,0,4,1,0
18.0,6.261491684321042,0,4,1,0
19.0,6.51471269087253,0,4,1,0
20.0,6.778784897685177,0,4,1,0
21.0,6.645090969505644,0,4,1,0
17.0,10.032320424379096,2,4,0,1
18.0,9.9410723128634,2,4,0,1
19.0,9.937309101011639,2,4,0,1
20.0,9.953752818683679,2,4,0,1
21.0,10.139863172619055,2,4,0,1
17.0,11.750531922414545,3,4,2,1
18.0,11.857535924807902,3,4,2,1
19.0,11.804803721115913,3,4,2,1
20.0,11.869116291743154,3,4,2,1
21.0,11.734283423061283,3,4,2,1
17.0,7.409741954080923,2,4,5,1
18.0,7.417580402414544,2,4,5,1
19.0,7.463363045520021,2,4,5,1
20.0,7.028201432058005,2,4,5,1
21.0,7.132497551660044,2,4,5,1
17.0,7.4067107301776405,3,4,2,1
18.0,0.0,3,4,2,1
19.0,0.0,3,4,2,1
20.0,0.0,3,4,2,1
21.0,0.0,3,4,2,1
17.0,6.714170529909472,0,4,1,0
18.0,7.951559331155252,0,4,1,0
19.0,7.755338812846501,0,4,1,0
20.0,7.686162303492906,0,4,1,0
21.0,8.106514516255185,0,4,1,0
17.0,9.116359308505288,0,4,1,0
18.0,9.074864232413733,0,4,1,0
19.0,8.978156076009824,0,4,1,0
20.0,9.06750872286864,0,4,1,0
21.0,9.114159813502214,0,4,1,0
17.0,10.672646249502169,3,4,2,1
18.0,10.490329326725142,3,4,2,1
19.0,10.545525632270163,3,4,2,1
20.0,10.790596611046704,3,4,2,1
21.0,10.92476873160122,3,4,2,1
17.0,12.962530249674503,3,4,0,1
18.0,12.90201591339212,3,4,0,1
19.0,12.84853424174625,3,4,0,1
20.0,12.808586443003257,3,4,0,1
21.0,12.703755277319992,3,4,0,1
17.0,12.09273036013069,0,4,4,0
18.0,12.176417238622548,0,4,4,0
19.0,12.15763316986234,0,4,4,0
20.0,12.089853386537472,0,4,4,0
21.0,12.312794733827133,0,4,4,0
17.0,11.286250686204701,3,4,2,1
18.0,11.352744975659325,3,4,2,1
19.0,11.407442719620436,3,4,2,1
20.0,11.502097048712885,3,4,2,1
21.0,11.441472426896452,3,4,2,1
17.0,12.58458784527174,0,4,0,0
18.0,12.65405111698757,0,4,0,0
19.0,12.695587805786108,0,4,0,0
20.0,12.700625584415977,0,4,0,0
21.0,12.635159874757928,0,4,0,0
17.0,6.324358962381311,2,4,0,1
18.0,6.3473892096560105,2,4,0,1
19.0,6.293419278846481,2,4,0,1
20.0,6.327936783729195,2,4,0,1
21.0,6.499787040655854,2,4,0,1
17.0,11.40646434386837,2,4,1,1
18.0,11.437307122011322,2,4,1,1
19.0,11.521895117095363,2,4,1,1
20.0,11.51293546492023,2,4,1,1
21.0,11.516528964559852,2,4,1,1
17.0,12.375760566292149,0,4,4,0
18.0,12.326204032760412,0,4,4,0
19.0,12.211065162153215,0,4,4,0
20.0,12.17252103261878,0,4,4,0
21.0,12.138869243416009,0,4,4,0
17.0,0.0,0,4,1,0
18.0,0.0,0,4,1,0
19.0,3.9318256327243257,0,4,1,0
20.0,3.367295829986474,0,4,1,0
21.0,4.382026634673881,0,4,1,0
17.0,1.6094379124341003,1,4,6,1
18.0,2.5649493574615367,1,4,6,1
19.0,2.0794415416798357,1,4,6,1
20.0,2.3978952727983707,1,4,6,1
21.0,2.3978952727983707,1,4,6,1
17.0,9.255887186932153,0,4,3,1
18.0,9.502860721068213,0,4,3,1
19.0,9.426982836948033,0,4,3,1
20.0,9.489713016556824,0,4,3,1
21.0,9.426580146973597,0,4,3,1
17.0,11.829858039716823,3,4,6,1
18.0,11.67116776270074,3,4,6,1
19.0,11.563485490581929,3,4,6,1
