year,value,income_group_encoded,groupscommodity_encoded,region_encoded,politicsest_encoded
21.0,10.111964066806934,2,2,1,1
17.0,17.501380513075553,3,2,0,1
18.0,17.46447388317944,3,2,0,1
19.0,17.42924075566847,3,2,0,1
20.0,17.381315582908694,3,2,0,1
21.0,17.30551523354697,3,2,0,1
17.0,13.736848230460838,3,2,1,1
18.0,13.721983088187748,3,2,1,1
19.0,13.688814039991453,3,2,1,1
20.0,13.663788426824,3,2,1,1
21.0,13.635570163950712,3,2,1,1
17.0,15.106119944052883,0,2,1,0
18.0,15.090035297804995,0,2,1,0
19.0,15.087516052951056,0,2,1,0
20.0,15.055912008171871,0,2,1,0
21.0,15.015174391997638,0,2,1,0
17.0,15.715870438714797,3,2,2,1
18.0,15.71590034122812,3,2,2,1
19.0,15.755144049956025,3,2,2,1
20.0,15.643505680509938,3,2,2,1
21.0,15.598868331584352,3,2,2,1
17.0,17.69311189717027,0,2,3,0
18.0,17.70139492631239,0,2,3,0
19.0,17.69375133563184,0,2,3,0
20.0,17.67359468832986,0,2,3,0
21.0,17.694049186756097,0,2,3,0
17.0,18.35966668193894,2,2,6,1
18.0,18.37646759972809,2,2,6,1
19.0,18.423546643336792,2,2,6,1
20.0,18.33189948528213,2,2,6,1
21.0,18.205500290349867,2,2,6,1
17.0,14.152262041306777,0,2,0,0
18.0,13.898426978720078,0,2,0,0
19.0,13.936728576196142,0,2,0,0
20.0,13.77928320024909,0,2,0,0
21.0,13.642086500763385,0,2,0,0
17.0,17.308606275401605,3,2,0,0
18.0,17.297055247058594,3,2,0,0
19.0,17.22945307424596,3,2,0,0
20.0,17.13618820986261,3,2,0,0
21.0,17.05291765327731,3,2,0,0
18.0,0.0,2,2,6,1
19.0,10.385944565501662,2,2,6,1
20.0,10.62135173563291,2,2,6,1
21.0,0.0,2,2,6,1
17.0,5.707110264748875,2,2,3,1
18.0,6.90875477931522,2,2,3,1
19.0,7.3783837129967145,2,2,3,1
20.0,7.824445930877619,2,2,3,1
21.0,9.568084743872936,2,2,3,1
17.0,13.133107452565062,0,2,0,0
18.0,13.014780393893403,0,2,0,0
19.0,13.060915541840417,0,2,0,0
20.0,13.04115549117383,0,2,0,0
21.0,12.9972558329047,0,2,0,0
17.0,15.235723378950235,0,2,1,0
18.0,15.35970591482004,0,2,1,0
19.0,15.26923012909839,0,2,1,0
20.0,15.498931191851412,0,2,1,0
21.0,15.409225713102561,0,2,1,0
17.0,15.941322791630782,2,2,6,0
18.0,15.998918005785999,2,2,6,0
19.0,16.138457043684642,2,2,6,0
20.0,16.073202986659147,2,2,6,0
21.0,15.877844215763318,2,2,6,0
17.0,19.21990651179499,3,2,3,1
18.0,19.24051542416172,3,2,3,1
19.0,19.271771833796684,3,2,3,1
20.0,19.123965618999936,3,2,3,1
21.0,19.117966205005764,3,2,3,1
17.0,15.723120530042841,0,2,1,0
18.0,15.549956542505988,0,2,1,0
19.0,15.428389543110876,0,2,1,0
20.0,15.08414715683074,0,2,1,0
21.0,15.002683328694495,0,2,1,0
17.0,13.520469474288642,0,2,1,0
18.0,13.503673761567416,0,2,1,0
19.0,13.466946914020651,0,2,1,0
20.0,13.35632975012823,0,2,1,0
21.0,13.312158603295336,0,2,1,0
17.0,11.07145486932678,0,2,3,1
18.0,11.210928082322193,0,2,3,1
19.0,11.338822046580658,0,2,3,1
20.0,11.778576629351187,0,2,3,1
21.0,12.012281564492922,0,2,3,1
17.0,18.313646617477808,0,2,1,0
18.0,18.249606510216807,0,2,1,0
19.0,18.18985779389065,0,2,1,0
20.0,18.35339178783391,0,2,1,0
21.0,18.372057576338232,0,2,1,0
17.0,14.016000237043949,0,2,1,0
18.0,13.937109415215664,0,2,1,0
19.0,13.701894951499332,0,2,1,0
20.0,13.667243701118206,0,2,1,0
21.0,13.665967081988889,0,2,1,0
17.0,13.259340576413143,2,2,0,1
18.0,13.082584588555772,2,2,0,1
19.0,12.969214528909768,2,2,0,1
20.0,13.257245607237305,2,2,0,1
21.0,12.643685434848656,2,2,0,1
17.0,10.929367845038138,1,2,6,1
18.0,10.855357760915753,1,2,6,1
19.0,10.627430633893226,1,2,6,1
20.0,10.554535882074735,1,2,6,1
21.0,10.50042665029748,1,2,6,1
17.0,8.442685139241176,2,2,3,1
18.0,8.484876589939695,2,2,3,1
19.0,8.374707543119483,2,2,3,1
20.0,8.318498320504338,2,2,3,1
21.0,8.085486772102845,2,2,3,1
17.0,13.854636074278789,2,2,0,0
18.0,13.677972291388485,2,2,0,0
19.0,13.75139967870821,2,2,0,0
20.0,13.235693848424024,2,2,0,0
21.0,13.36389836467401,2,2,0,0
17.0,17.594164923237283,3,2,3,1
18.0,17.668014975944406,3,2,3,1
19.0,17.810357035001807,3,2,3,1
20.0,16.780206189308974,3,2,3,1
21.0,17.91173836243864,3,2,3,1
17.0,18.71806364336153,0,2,3,0
18.0,18.729961631060128,0,2,3,0
19.0,18.708185708221418,0,2,3,0
20.0,18.614168402151865,0,2,3,0
21.0,18.605206544614862,0,2,3,0
17.0,18.272115779928058,3,2,1,1
18.0,18.319306727193805,3,2,1,1
19.0,18.32147349141475,3,2,1,1
20.0,18.265851011954695,3,2,1,1
21.0,18.268435925150985,3,2,1,1
17.0,14.812939151458062,2,2,2,1
18.0,14.745417763457276,2,2,2,1
19.0,14.62388684902165,2,2,2,1
20.0,14.54067516635279,2,2,2,1
21.0,14.52495963757217,2,2,2,1
17.0,14.316286451937186,3,2,1,1
18.0,14.328334783195153,3,2,1,1
19.0,14.340239678615058,3,2,1,1
20.0,14.352004513273993,3,2,1,1
21.0,14.367670620928315,3,2,1,1
17.0,9.469700127423375,2,2,6,1
18.0,9.918425424900335,2,2,6,1
19.0,10.25769445336048,2,2,6,1
20.0,10.137808404440463,2,2,6,1
21.0,9.90353755128617,2,2,6,1
17.0,13.292360971842761,2,2,5,1
18.0,13.287286115437988,2,2,5,1
19.0,13.244830536516403,2,2,5,1
20.0,13.166516138757014,2,2,5,1
21.0,13.046757976971977,2,2,5,1
17.0,17.47105039731399,3,2,1,1
18.0,17.474299319157893,3,2,1,1
19.0,17.43988351709446,3,2,1,1
20.0,17.357394121427383,3,2,1,1
21.0,17.358794742634977,3,2,1,1
17.0,18.179607550459743,2,2,6,1
18.0,18.08219214984803,2,2,6,1
19.0,18.007753931439847,2,2,6,1
20.0,17.933768421062158,2,2,6,1
21.0,17.80949487859166,2,2,6,1
17.0,13.773584829553807,3,2,1,0
18.0,13.721936969412127,3,2,1,0
19.0,13.820588642639839,3,2,1,0
20.0,13.53866423284963,3,2,1,0
21.0,13.475834594887509,3,2,1,0
17.0,16.20885010555098,3,2,1,1
18.0,16.18013113586273,3,2,1,1
19.0,16.15923769025878,3,2,1,1
20.0,16.065749275960183,3,2,1,1
21.0,16.209854167430407,3,2,1,1
18.0,0.0,0,2,2,1
19.0,10.97303141870689,0,2,2,1
20.0,15.126483403191704,0,2,2,1
21.0,15.576960464867613,0,2,2,1
17.0,16.39970967498666,2,2,6,1
18.0,16.63334155089317,2,2,6,1
19.0,16.63389693556776,2,2,6,1
20.0,16.542065223852774,2,2,6,1
21.0,16.414192296382677,2,2,6,1
17.0,15.14571090915357,2,2,6,1
18.0,15.047517021509648,2,2,6,1
19.0,15.081302846444828,2,2,6,1
20.0,15.102592410087848,2,2,6,1
21.0,15.066300438343742,2,2,6,1
17.0,8.517393171418904,3,2,1,1
18.0,8.537191877922927,3,2,1,1
19.0,8.52377150677636,3,2,1,1
20.0,8.52377150677636,3,2,1,1
21.0,8.511778558714738,3,2,1,1
17.0,12.017336559562407,2,2,6,1
18.0,0.0,2,2,6,1
19.0,0.0,2,2,6,1
20.0,0.0,2,2,6,1
21.0,0.0,2,2,6,1
17.0,18.165642561095193,0,2,3,0
18.0,18.187786698191363,0,2,3,0
19.0,18.14913656571424,0,2,3,0
20.0,18.124964765930848,0,2,3,0
21.0,18.144231756830084,0,2,3,0
17.0,14.792558044101458,2,2,0,1
18.0,14.456680526107515,2,2,0,1
19.0,14.452035004711513,2,2,0,1
20.0,14.488506560491288,2,2,0,1
21.0,14.426688718368208,2,2,0,1
17.0,6.1779441140506,0,2,1,0
18.0,6.646390514847729,0,2,1,0
19.0,6.19644412779452,0,2,1,0
20.0,5.955837369464831,0,2,1,0
21.0,5.6937321388027,0,2,1,0
17.0,16.099436751356194,0,2,3,1
18.0,16.084267993104145,0,2,3,1
19.0,16.084420039273517,0,2,3,1
20.0,16.087048745039517,0,2,3,1
21.0,16.078130684917554,0,2,3,1
17.0,18.987268349333846,0,2,3,0
18.0,18.989888558104898,0,2,3,0
19.0,19.011486075869,0,2,3,0
20.0,18.931002686892462,0,2,3,0
21.0,18.917694974006064,0,2,3,0
17.0,15.3534999433988,0,2,2,0
18.0,15.231907505487134,0,2,2,0
19.0,15.168527569105787,0,2,2,0
20.0,15.096586337797623,0,2,2,0
21.0,15.111032204397315,0,2,2,0
17.0,10.375083663110118,0,2,2,0
18.0,10.311316531166229,0,2,2,0
19.0,10.259797429846147,0,2,2,0
20.0,10.068620562346831,0,2,2,0
21.0,9.941313062076109,0,2,2,0
17.0,16.1671715838158,3,2,6,1
18.0,16.082053983280964,3,2,6,1
19.0,16.1994913813452,3,2,6,1
20.0,16.191903670988044,3,2,6,1
21.0,16.122087771829445,3,2,6,1
17.0,15.97499530731752,3,2,6,1
18.0,15.872977542915873,3,2,6,1
19.0,15.782713959476535,3,2,6,1
20.0,15.78327459039532,3,2,6,1
21.0,15.593739906530558,3,2,6,1
17.0,13.606764119067094,3,2,2,0
18.0,13.61510771551519,3,2,2,0
19.0,13.623382272005935,3,2,2,0
20.0,13.61510771551519,3,2,2,0
21.0,13.61510771551519,3,2,2,0
17.0,15.796618366004234,1,2,6,1
18.0,15.776689402093352,1,2,6,1
19.0,15.949498403504414,1,2,6,1
20.0,15.910607782396252,1,2,6,1
21.0,15.832504856925347,1,2,6,1
17.0,13.720321470827937,1,2,6,1
18.0,13.625923873928903,1,2,6,1
19.0,13.713921809131406,1,2,6,1
20.0,13.659442541220773,1,2,6,1
21.0,13.67980652114242,1,2,6,1
17.0,15.549499838020713,1,2,6,1
18.0,15.564814929050648,1,2,6,1
19.0,15.658707636166028,1,2,6,1
20.0,15.656536427149844,1,2,6,1
21.0,15.573247951012481,1,2,6,1
17.0,10.930084549661103,0,2,1,0
18.0,10.737070361537285,0,2,1,0
19.0,10.585851805730604,0,2,1,0
20.0,10.361892931354786,0,2,1,0
21.0,10.272323253821503,0,2,1,0
17.0,11.47833402020061,2,2,3,1
18.0,11.487279397986644,2,2,3,1
19.0,11.407387155730282,2,2,3,1
20.0,11.34566590465293,2,2,3,1
21.0,11.562077468429832,2,2,3,1
17.0,8.51919119407891,0,2,1,0
18.0,8.502485562543963,0,2,1,0
19.0,8.512582578858554,0,2,1,0
20.0,8.504107951867582,0,2,1,0
21.0,8.488999457045455,0,2,1,0
17.0,8.274611946209552,2,2,0,1
18.0,8.359603270841466,2,2,0,1
19.0,8.391629968440892,2,2,0,1
20.0,8.297543529356284,2,2,0,1
21.0,8.140315540159985,2,2,0,1
17.0,10.637752683816972,2,2,5,1
18.0,10.628956704558197,2,2,5,1
19.0,10.613491850162497,2,2,5,1
20.0,10.526319559181047,2,2,5,1
21.0,10.497504767188882,2,2,5,1
17.0,10.324530690607611,3,2,2,1
18.0,10.304308560150634,3,2,2,1
19.0,10.287763071961688,3,2,2,1
20.0,10.260847261969445,3,2,2,1
21.0,10.209905507043057,3,2,2,1
17.0,10.365080914421894,2,2,5,1
18.0,10.375333234161172,2,2,5,1
19.0,10.31751589130478,2,2,5,1
20.0,10.232251585714021,2,2,5,1
21.0,10.408254861718154,2,2,5,1
20.0,0.0,3,2,2,1
21.0,4.290459441148391,3,2,2,1
17.0,2.1972245773362196,0,2,1,0
18.0,2.5649493574615367,0,2,1,0
19.0,2.302585092994046,0,2,1,0
20.0,1.9459101490553132,0,2,1,0
21.0,1.6094379124341003,0,2,1,0
17.0,6.9584483932976555,3,2,2,0
18.0,6.878326468291325,3,2,2,0
19.0,6.858565034791365,3,2,2,0
20.0,6.79794041297493,3,2,2,0
21.0,6.481577129276431,3,2,2,0
17.0,9.29798488182823,3,2,2,1
18.0,9.357984213888745,3,2,2,1
19.0,9.375939552625749,3,2,2,1
20.0,9.37339415841248,3,2,2,1
21.0,9.401869409521051,3,2,2,1
17.0,11.905210766410654,3,2,0,1
18.0,11.983928594549047,3,2,0,1
19.0,12.074613390259687,3,2,0,1
20.0,12.167830653273306,3,2,0,1
21.0,12.24329617332814,3,2,0,1
17.0,12.063794540270518,0,2,4,0
18.0,12.088538328940638,0,2,4,0
19.0,12.048781205341312,0,2,4,0
20.0,12.026042461535319,0,2,4,0
21.0,12.064025093137312,0,2,4,0
17.0,10.26339725898479,3,2,2,1
18.0,10.191969305158473,3,2,2,1
19.0,10.216800821360927,3,2,2,1
20.0,10.141913727381494,3,2,2,1
21.0,10.141834937592611,3,2,2,1
17.0,7.463363045520021,0,2,1,0
18.0,6.877296071497429,0,2,1,0
19.0,6.79346613258001,0,2,1,0
20.0,6.612041034833092,0,2,1,0
21.0,6.484635235635252,0,2,1,0
17.0,11.642250523361831,0,2,0,0
18.0,11.782860994934037,0,2,0,0
19.0,11.94785875632743,0,2,0,0
20.0,11.946420699399441,0,2,0,0
21.0,11.962566935411221,0,2,0,0
17.0,9.196951134857168,2,2,0,1
18.0,9.211439767419483,2,2,0,1
19.0,9.23024103368252,2,2,0,1
20.0,9.122710622015209,2,2,0,1
21.0,8.917444732471514,2,2,0,1
17.0,10.940543535505132,2,2,1,1
18.0,10.999479745081548,2,2,1,1
19.0,11.011043064434661,2,2,1,1
20.0,10.814504401907575,2,2,1,1
21.0,10.893084506677013,2,2,1,1
17.0,13.559586808780754,0,2,4,0
18.0,13.677903442281602,0,2,4,0
19.0,13.774606268391206,0,2,4,0
20.0,13.76254323158778,0,2,4,0
21.0,13.79269321096377,0,2,4,0
17.0,10.647826772357497,0,2,1,0
18.0,10.61712339952339,0,2,1,0
19.0,10.58119109160222,0,2,1,0
20.0,10.582383667326214,0,2,1,0
21.0,10.391116194697917,0,2,1,0
17.0,9.928716606581904,2,2,1,1
18.0,9.943044747534582,2,2,1,1
19.0,9.929204031040765,2,2,1,1
20.0,9.912645490320894,2,2,1,1
21.0,9.89131375160442,2,2,1,1
17.0,11.652696102959753,0,2,3,1
18.0,11.678448377988165,0,2,3,1
19.0,11.669937760751914,0,2,3,1
20.0,11.686887175419702,0,2,3,1
21.0,11.699288842590514,0,2,3,1
17.0,6.6039438246004725,3,2,6,1
18.0,6.423246963533519,3,2,6,1
19.0,6.490723534502507,3,2,6,1
20.0,6.318968113746434,3,2,6,1
21.0,3.8066624897703196,3,2,6,1
17.0,7.0909098220799835,0,2,2,0
18.0,7.108244139731541,0,2,2,0
19.0,7.200424892944957,0,2,2,0
20.0,7.183111701743281,0,2,2,0
21.0,7.151485463904735,0,2,2,0
17.0,10.529907151045364,3,2,0,1
18.0,10.503833902240531,3,2,0,1
19.0,10.530788690858559,3,2,0,1
20.0,10.42821608147111,3,2,0,1
21.0,10.40783222020243,3,2,0,1
17.0,7.507690077819904,0,2,1,0
18.0,7.552762084214147,0,2,1,0
19.0,7.448333860897476,0,2,1,0
20.0,7.443663683115591,0,2,1,0
21.0,7.3310603052186325,0,2,1,0
17.0,2.302585092994046,3,2,1,1
18.0,2.3978952727983707,3,2,1,1
19.0,2.3978952727983707,3,2,1,1
20.0,2.302585092994046,3,2,1,1
21.0,2.833213344056216,3,2,1,1
17.0,10.590138679352371,3,2,2,1
18.0,10.619643001144993,3,2,2,1
19.0,10.674081767229582,3,2,2,1
20.0,10.585851805730604,3,2,2,1
21.0,10.619887284906223,3,2,2,1
17.0,3.5553480614894135,0,2,1,0
18.0,4.51085950651685,0,2,1,0
19.0,4.912654885736052,0,2,1,0
20.0,3.871201010907891,0,2,1,0
21.0,3.6635616461296463,0,2,1,0
17.0,7.20414929203594,2,2,6,1
18.0,7.424165281042028,2,2,6,1
19.0,7.4999765409521215,2,2,6,1
20.0,7.388327859577107,2,2,6,1
21.0,7.516977224604321,2,2,6,1
17.0,2.833213344056216,0,2,1,0
18.0,2.302585092994046,0,2,1,0
19.0,2.833213344056216,0,2,1,0
20.0,2.8903717578961645,0,2,1,0
21.0,3.1354942159291497,0,2,1,0
17.0,6.139884552226255,3,2,2,1
18.0,5.869296913133774,3,2,2,1
19.0,5.765191102784844,3,2,2,1
20.0,5.594711379601839,3,2,2,1
21.0,5.598421958998375,3,2,2,1
17.0,4.189654742026425,3,2,1,0
18.0,3.4657359027997265,3,2,1,0
19.0,3.58351893845611,3,2,1,0
20.0,4.02535169073515,3,2,1,0
21.0,3.4657359027997265,3,2,1,0
17.0,8.978786553302003,0,2,1,0
18.0,8.837681215593197,0,2,1,0
19.0,8.809862805379057,0,2,1,0
20.0,8.646992628951082,0,2,1,0
21.0,8.653819788948063,0,2,1,0
17.0,7.647308832356238,2,2,3,1
18.0,7.576097340623111,2,2,3,1
19.0,7.484930283289661,2,2,3,1
20.0,7.523481312573497,2,2,3,1
21.0,7.714677473800927,2,2,3,1
17.0,1.0986122886681098,2,2,1,1
18.0,0.6931471805599453,2,2,1,1
19.0,0.6931471805599453,2,2,1,1
20.0,0.6931471805599453,2,2,1,1
21.0,0.6931471805599453,2,2,1,1
17.0,11.188178221181435,3,2,0,1
18.0,11.192320671976058,3,2,0,1
19.0,11.114848000895991,3,2,0,1
20.0,10.988355823411979,3,2,0,1
21.0,10.984631487370677,3,2,0,1
17.0,6.194405391104672,3,2,1,1
18.0,6.111467339502679,3,2,1,1
19.0,6.0867747269123065,3,2,1,1
20.0,6.016157159698354,3,2,1,1
21.0,5.8944028342648505,3,2,1,1
17.0,9.267004219093725,0,2,1,0
18.0,9.237858258012922,0,2,1,0
19.0,9.206332350578643,0,2,1,0
20.0,9.09549053029724,0,2,1,0
21.0,9.098179005087852,0,2,1,0
17.0,9.468310380442437,3,2,2,1
18.0,9.45108805723875,3,2,2,1
19.0,9.505246289517283,3,2,2,1
20.0,9.395241931033524,3,2,2,1
21.0,9.339261152043022,3,2,2,1
17.0,10.409491571022901,0,2,3,0
18.0,10.536380355230888,0,2,3,0
19.0,10.531055670783255,0,2,3,0
20.0,10.494352807047845,0,2,3,0
21.0,10.555838779903407,0,2,3,0
17.0,10.762170357789895,2,2,6,1
18.0,10.784586245241275,2,2,6,1
19.0,10.80529389020931,2,2,6,1
20.0,10.818797803896322,2,2,6,1
21.0,10.79078192396869,2,2,6,1
17.0,8.496378051702317,0,2,0,0
18.0,8.371704884667631,0,2,0,0
19.0,8.435766192720509,0,2,0,0
20.0,8.413830678421084,0,2,0,0
21.0,8.28045768658256,0,2,0,0
17.0,11.160399046843542,3,2,0,0
18.0,11.100632097268484,3,2,0,0
19.0,11.13751903414526,3,2,0,0
20.0,11.056761622530754,3,2,0,0
21.0,11.120193939586706,3,2,0,0
17.0,4.634728988229636,2,2,3,1
18.0,4.543294782270004,2,2,3,1
19.0,4.605170185988092,2,2,3,1
20.0,5.017279836814924,2,2,3,1
21.0,5.220355825078324,2,2,3,1
17.0,8.009363076630045,0,2,0,0
18.0,7.903965634032166,0,2,0,0
19.0,7.83399634170946,0,2,0,0
20.0,7.738923757439457,0,2,0,0
21.0,7.743269700829004,0,2,0,0
17.0,8.619569258033104,0,2,1,0
18.0,8.602269363771356,0,2,1,0
19.0,8.487352349405215,0,2,1,0
20.0,8.323122887587735,0,2,1,0
21.0,8.114922974204593,0,2,1,0
17.0,6.846943139585379,2,2,6,0
18.0,6.814542897259958,2,2,6,0
19.0,7.346655163176539,2,2,6,0
20.0,7.886457270977689,2,2,6,0
21.0,8.013343181386672,2,2,6,0
17.0,9.222367752188902,3,2,3,1
18.0,9.266248003914479,3,2,3,1
19.0,9.30273722124215,3,2,3,1
20.0,8.854522203757432,3,2,3,1
21.0,9.143773127704069,3,2,3,1
17.0,8.480736654405622,0,2,1,0
18.0,8.330622620332868,0,2,1,0
19.0,8.051659556841953,0,2,1,0
20.0,7.262628600974241,0,2,1,0
21.0,7.210079628170788,0,2,1,0
17.0,7.3031700512368,0,2,1,0
18.0,7.115582126184454,0,2,1,0
19.0,6.937314081223682,0,2,1,0
20.0,6.745236349484363,0,2,1,0
21.0,6.616065185132817,0,2,1,0
17.0,9.044403844431551,0,2,3,1
18.0,9.106201332235038,0,2,3,1
19.0,9.108971877587894,0,2,3,1
20.0,9.495970340301833,0,2,3,1
21.0,9.718602713339008,0,2,3,1
17.0,11.733385418655237,0,2,1,0
18.0,11.713447058408134,0,2,1,0
19.0,11.653765087309242,0,2,1,0
20.0,11.629222953302936,0,2,1,0
21.0,11.654242718960116,0,2,1,0
17.0,10.67137107921009,0,2,1,0
18.0,10.516291980413534,0,2,1,0
19.0,10.358314090182017,0,2,1,0
20.0,10.035129661587844,0,2,1,0
21.0,9.925200119441778,0,2,1,0
17.0,9.834191063533472,2,2,0,1
18.0,9.682903223616842,2,2,0,1
19.0,9.842197084093021,2,2,0,1
20.0,9.813070382411665,2,2,0,1
21.0,9.780245895678089,2,2,0,1
17.0,8.53915035876828,1,2,6,1
18.0,8.54110501146255,1,2,6,1
19.0,8.433376705323127,1,2,6,1
20.0,8.421122722665503,1,2,6,1
21.0,8.432506383249043,1,2,6,1
17.0,4.406719247264253,2,2,3,1
18.0,4.477336814478207,2,2,3,1
19.0,4.605170185988092,2,2,3,1
20.0,4.59511985013459,2,2,3,1
21.0,4.709530201312334,2,2,3,1
17.0,9.568783751310876,3,2,3,1
18.0,9.53827627757511,3,2,3,1
19.0,9.560363239834537,3,2,3,1
20.0,9.782167017299573,3,2,3,1
21.0,9.631481959469355,3,2,3,1
17.0,9.734654613922729,0,2,3,0
18.0,9.794007451917308,0,2,3,0
19.0,9.770927116951647,0,2,3,0
20.0,9.771269582708419,0,2,3,0
21.0,9.76428295481558,0,2,3,0
17.0,10.360532580617472,3,2,1,1
18.0,10.500976992899632,3,2,1,1
19.0,10.407318772389159,3,2,1,1
20.0,10.398519104003336,3,2,1,1
21.0,10.288783966353765,3,2,1,1
17.0,9.937695723865865,2,2,2,1
18.0,9.870034176276908,2,2,2,1
19.0,9.743729514150925,2,2,2,1
20.0,9.704121561132915,2,2,2,1
21.0,9.739084496244518,2,2,2,1
17.0,5.327876168789581,3,2,1,1
18.0,5.356586274672012,3,2,1,1
19.0,5.389071729816501,3,2,1,1
20.0,5.393627546352362,3,2,1,1
21.0,5.438079308923196,3,2,1,1
17.0,2.9444389791664403,2,2,6,1
18.0,2.4849066497880004,2,2,6,1
19.0,2.772588722239781,2,2,6,1
20.0,2.70805020110221,2,2,6,1
21.0,1.9459101490553132,2,2,6,1
17.0,10.22015787614662,2,2,5,1
18.0,10.21942903970169,2,2,5,1
19.0,10.212111309194738,2,2,5,1
20.0,10.126271039034782,2,2,5,1
21.0,10.13344781717726,2,2,5,1
17.0,9.808462332127018,3,2,1,1
18.0,9.86308213790109,3,2,1,1
19.0,10.107040454085334,3,2,1,1
20.0,10.184447079227082,3,2,1,1
21.0,10.391423188007874,3,2,1,1
17.0,8.665785595466064,2,2,6,1
18.0,8.778171881033469,2,2,6,1
19.0,8.824824939175638,2,2,6,1
20.0,8.929435283803425,2,2,6,1
21.0,8.68050180902826,2,2,6,1
17.0,4.5217885770490405,3,2,1,0
18.0,4.418840607796598,3,2,1,0
19.0,4.276666119016055,3,2,1,0
20.0,4.02535169073515,3,2,1,0
21.0,4.007333185232471,3,2,1,0
17.0,5.056245805348308,1,2,5,1
18.0,5.0369526024136295,1,2,5,1
19.0,4.990432586778736,1,2,5,1
20.0,4.0943445622221,1,2,5,1
21.0,5.0369526024136295,1,2,5,1
17.0,11.16479958768697,3,2,1,1
18.0,11.156264806643742,3,2,1,1
19.0,11.170449240431308,3,2,1,1
20.0,11.126689290215575,3,2,1,1
21.0,11.335877975798965,3,2,1,1
17.0,6.7580945044277305,2,2,6,1
18.0,6.7661917146603505,2,2,6,1
19.0,6.434546518787453,2,2,6,1
20.0,6.697034247666484,2,2,6,1
21.0,6.90875477931522,2,2,6,1
17.0,5.968707559985366,2,2,6,1
18.0,7.2868764117507,2,2,6,1
19.0,7.606387389772652,2,2,6,1
20.0,7.664346632098617,2,2,6,1
21.0,7.645397699428633,2,2,6,1
17.0,8.061802274538348,0,2,1,0
18.0,8.026496938945412,0,2,1,0
19.0,7.779466967458324,0,2,1,0
20.0,7.518064181233078,0,2,1,0
21.0,7.244941546337007,0,2,1,0
17.0,12.022756594390605,0,2,3,0
18.0,12.017336559562407,0,2,3,0
19.0,12.029401097334638,0,2,3,0
20.0,12.024196989307782,0,2,3,0
21.0,12.038558909789089,0,2,3,0
17.0,8.097730573664219,2,2,0,1
18.0,7.977625098784593,2,2,0,1
19.0,8.113726085970747,2,2,0,1
20.0,8.109525659752872,2,2,0,1
21.0,8.131824785007195,2,2,0,1
17.0,2.302585092994046,0,2,1,0
18.0,2.9444389791664403,0,2,1,0
19.0,2.1972245773362196,0,2,1,0
20.0,1.9459101490553132,0,2,1,0
21.0,1.9459101490553132,0,2,1,0
17.0,9.631088103615504,0,2,3,1
18.0,9.643485495857657,0,2,3,1
19.0,9.748061059204817,0,2,3,1
20.0,9.7544653661431,0,2,3,1
21.0,9.775142686598905,0,2,3,1
17.0,10.993664362383136,0,2,3,0
18.0,10.969628301057275,0,2,3,0
19.0,10.959853221275816,0,2,3,0
20.0,10.923164853116095,0,2,3,0
21.0,10.95071882367088,0,2,3,0
17.0,10.399585250897506,0,2,2,0
18.0,10.463274754350781,0,2,2,0
19.0,10.478582911319936,0,2,2,0
20.0,10.316623166948512,0,2,2,0
21.0,10.143527551510068,0,2,2,0
17.0,2.772588722239781,0,2,2,0
18.0,2.70805020110221,0,2,2,0
19.0,2.70805020110221,0,2,2,0
20.0,2.4849066497880004,0,2,2,0
21.0,2.4849066497880004,0,2,2,0
17.0,6.198478716492308,3,2,6,1
18.0,6.238324625039508,3,2,6,1
19.0,6.142037405587356,3,2,6,1
20.0,6.220590170099739,3,2,6,1
21.0,6.12029741895095,3,2,6,1
17.0,9.016876974763383,3,2,6,1
18.0,8.955577146281511,3,2,6,1
19.0,8.738094230177667,3,2,6,1
20.0,8.703506769479729,3,2,6,1
21.0,8.860499167616016,3,2,6,1
17.0,3.258096538021482,2,4,3,1
18.0,3.4339872044851463,2,4,3,1
19.0,3.4339872044851463,2,4,3,1
20.0,3.044522437723423,2,4,3,1
21.0,2.5649493574615367,2,4,3,1
17.0,14.070076029206822,0,4,1,0
18.0,14.05002995825119,0,4,1,0
19.0,14.037854589747907,0,4,1,0
20.0,14.012885738267455,0,4,1,0
21.0,14.08010387470934,0,4,1,0
17.0,10.365269980122788,2,4,0,1
18.0,10.301693039915031,2,4,0,1
19.0,10.35035048934022,2,4,0,1
20.0,10.086850233838494,2,4,0,1
21.0,10.337118907970643,2,4,0,1
17.0,15.575957362833384,3,4,2,1
18.0,15.795593260066317,3,4,2,1
19.0,15.828492133713237,3,4,2,1
20.0,15.82030330819707,3,4,2,1
21.0,15.62674596714508,3,4,2,1
17.0,13.23156211764503,2,4,5,1
18.0,13.428946199995085,2,4,5,1
19.0,13.320133324305862,2,4,5,1
20.0,13.467081522879392,2,4,5,1
21.0,13.380319478642612,2,4,5,1
17.0,12.72767499126738,3,4,2,1
18.0,0.0,3,4,2,1
19.0,0.0,3,4,2,1
20.0,0.0,3,4,2,1
21.0,0.0,3,4,2,1
17.0,10.440594769696007,0,4,1,0
18.0,10.575181243876902,0,4,1,0
19.0,10.539826258020412,0,4,1,0
20.0,10.841774582282179,0,4,1,0
21.0,10.693920233396923,0,4,1,0
17.0,9.521861033907806,0,4,1,0
18.0,9.461099090323366,0,4,1,0
